24.10,21.40,24.20,18.40,10,53
24.10,21.40,24.20,18.40,10,53
24.10,22.80,24.10,20.00,10,53
24.10,22.80,24.10,20.00,10,53
24.10,22.80,24.10,19.90,10,53
24.10,22.80,24.10,19.90,10,53
24.10,22.70,24.10,19.90,10,53
24.10,22.70,24.10,19.90,10,53
24.00,22.60,24.10,19.80,10,53
24.00,22.60,24.10,19.80,10,53
24.10,22.60,24.10,19.80,10,53
24.10,22.60,24.10,19.80,10,53
24.00,22.60,24.10,19.70,10,53
24.00,22.60,24.10,19.70,10,53
24.10,22.50,24.10,19.70,10,53
24.10,22.50,24.10,19.70,10,53
24.10,22.50,24.10,19.70,10,53
24.10,22.50,24.10,19.70,10,53
24.00,22.40,24.10,19.70,10,53
24.00,22.40,24.10,19.70,10,53
24.10,22.50,24.10,19.70,10,53
24.10,22.50,24.10,19.70,10,53
24.00,22.40,24.10,19.70,10,53
24.00,22.40,24.10,19.70,10,53
24.10,22.40,24.10,19.60,10,53
24.10,22.40,24.10,19.60,10,53
24.10,22.40,24.10,19.60,10,53
24.10,22.40,24.10,19.60,10,53
24.00,22.40,24.10,19.60,10,53
24.00,22.40,24.10,19.60,10,53
24.10,22.40,24.10,19.60,10,53
24.10,22.40,24.10,19.60,10,53
24.10,22.40,24.10,19.50,10,53
24.10,22.40,24.10,19.50,10,53
24.10,22.30,24.10,19.50,10,53
24.10,22.30,24.10,19.50,10,53
24.10,22.30,24.10,19.50,10,53
24.10,22.30,24.10,19.50,10,53
24.10,22.30,24.10,19.50,10,53
24.10,22.30,24.10,19.50,10,53
24.00,22.30,24.10,19.50,10,53
24.00,22.30,24.10,19.50,10,53
24.10,22.30,24.10,19.50,10,53
24.10,22.30,24.10,19.50,10,53
24.10,22.30,24.10,19.50,10,53
24.10,22.30,24.10,19.50,10,53
24.10,22.30,24.10,19.50,10,53
24.10,22.30,24.10,19.50,10,53
24.10,22.30,24.10,19.50,10,53
24.10,22.30,24.10,19.50,10,53
24.00,22.30,24.10,19.50,10,54
24.00,22.30,24.10,19.50,10,54
24.10,22.30,24.10,19.50,10,54
24.10,22.30,24.10,19.50,10,54
24.10,22.30,24.10,19.50,10,54
24.10,22.30,24.10,19.50,10,54
24.00,22.30,24.10,19.50,10,54
24.00,22.30,24.10,19.50,10,54
24.00,22.30,24.10,19.50,10,54
24.00,22.30,24.10,19.50,10,54
24.00,22.30,24.10,19.50,10,54
24.00,22.30,24.10,19.50,10,54
24.00,22.30,24.10,19.50,10,54
24.00,22.30,24.10,19.50,10,54
24.00,22.30,24.10,19.70,10,54
24.00,22.30,24.10,19.70,10,54
24.00,22.80,24.10,20.10,10,54
24.00,22.80,24.10,20.10,10,54
24.10,23.00,24.10,20.20,10,54
24.10,23.00,24.10,20.20,10,54
24.10,23.10,24.10,20.20,10,54
24.10,23.10,24.10,20.20,10,54
24.10,23.00,24.10,20.20,10,54
24.10,23.00,24.10,20.20,10,54
24.10,22.80,24.10,20.10,10,54
24.10,22.80,24.10,20.10,10,54
24.00,22.70,24.10,20.00,10,54
24.00,22.70,24.10,20.00,10,54
24.10,22.60,24.10,19.90,10,54
24.10,22.60,24.10,19.90,10,54
24.10,22.60,24.10,19.80,10,54
24.10,22.60,24.10,19.80,10,54
24.10,22.50,24.10,19.70,10,54
24.10,22.50,24.10,19.70,10,54
24.10,22.50,24.10,19.70,10,54
24.10,22.50,24.10,19.70,10,54
24.10,22.50,24.10,19.70,10,54
24.10,22.50,24.10,19.70,10,54
24.10,22.50,24.10,19.70,10,54
24.10,22.50,24.10,19.70,10,54
24.10,22.50,24.10,19.70,10,54
24.10,22.50,24.10,19.70,10,54
24.10,22.60,24.10,19.70,10,54
24.10,22.60,24.10,19.70,10,54
24.10,22.60,24.10,19.70,10,54
24.10,22.60,24.10,19.70,10,54
24.10,22.60,24.10,19.80,10,54
24.10,22.60,24.10,19.80,10,54
24.10,22.60,24.20,19.80,10,54
24.10,22.60,24.20,19.80,10,54
24.10,22.60,24.20,19.80,10,54
24.10,22.60,24.20,19.80,10,54
24.10,22.50,24.20,19.80,10,54
24.10,22.50,24.20,19.80,10,54
24.10,22.50,24.20,19.80,10,54
24.10,22.50,24.20,19.80,10,54
24.10,22.50,24.20,19.80,10,54
24.10,22.50,24.20,19.80,10,54
24.10,22.50,24.20,19.80,10,55
24.10,22.50,24.20,19.80,10,55
24.10,22.50,24.20,19.80,10,55
24.10,22.50,24.20,19.80,10,55
24.10,22.50,24.20,19.80,10,55
24.10,22.60,24.20,19.80,10,55
24.10,22.60,24.20,19.80,10,55
24.10,22.60,24.20,19.80,10,55
